Observed,Predicted,Linked,Residual,Pearsons
0.722892,1.500454,0.776971,-0.054079,-0.129911
0.743243,1.834700,0.840339,-0.097096,-0.265077
0.715909,1.430411,0.760789,-0.044880,-0.105204
0.740260,1.707126,0.818614,-0.078354,-0.203338
0.721649,1.592946,0.796674,-0.075025,-0.186411
0.772512,1.936729,0.855825,-0.083313,-0.237180
0.688172,1.690214,0.815520,-0.127348,-0.328322
0.750000,1.834704,0.840339,-0.090339,-0.246632
0.754839,1.674470,0.812592,-0.057753,-0.147995
0.813333,1.668277,0.811428,0.001905,0.004869
0.625806,1.283541,0.722946,-0.097140,-0.217051
0.700000,2.010704,0.866106,-0.166106,-0.487773
0.628866,1.421127,0.758558,-0.129692,-0.303050
0.625000,1.284093,0.723098,-0.098098,-0.219230
0.628205,1.283902,0.723045,-0.094840,-0.211937
0.886076,1.660115,0.809883,0.076193,0.194175
0.704082,1.707212,0.818629,-0.114547,-0.297274
0.841060,1.516591,0.780541,0.060519,0.146223
0.868217,2.113952,0.879240,-0.011023,-0.033829
0.866667,1.529977,0.783459,0.083208,0.202016
0.864865,1.926887,0.854399,0.010466,0.029673
0.792683,1.837504,0.840786,-0.048103,-0.131473
0.675214,1.785581,0.832300,-0.157086,-0.420467
0.832258,1.561324,0.790142,0.042116,0.103426
0.850534,2.112160,0.879024,-0.028490,-0.087365
0.797235,1.916389,0.852863,-0.055628,-0.157033
0.783784,1.776754,0.830814,-0.047030,-0.125440
0.778761,2.126662,0.880765,-0.102004,-0.314766
0.808765,2.039658,0.869927,-0.061162,-0.181821
0.834146,2.153435,0.883915,-0.049769,-0.155370
0.858108,2.323981,0.902117,-0.044009,-0.148100
0.898876,2.303107,0.900052,-0.001176,-0.003921
0.910615,2.549863,0.921908,-0.011293,-0.042087
0.558685,0.803154,0.552086,0.006599,0.013270
0.585714,0.971045,0.621313,-0.035599,-0.073391
0.522843,0.951595,0.613875,-0.091032,-0.186979
0.715976,1.412290,0.756415,-0.040439,-0.094210
0.765625,1.368581,0.745532,0.020093,0.046131
0.815385,1.402922,0.754122,0.061263,0.142270
0.718519,1.296386,0.726481,-0.007962,-0.017862
0.850000,2.252324,0.894845,-0.044845,-0.146194
0.928571,2.735901,0.935164,-0.006593,-0.026777
0.736434,1.306543,0.729246,0.007188,0.016178
0.884058,2.783633,0.938186,-0.054128,-0.224771
0.748344,1.262077,0.716934,0.031410,0.069723
0.741627,1.334744,0.736775,0.004852,0.011019
0.899371,1.597519,0.797602,0.101769,0.253291
0.824324,2.235717,0.893085,-0.068761,-0.222522
0.939394,3.498813,0.969767,-0.030373,-0.177381
0.889764,2.999795,0.950203,-0.060439,-0.277846
0.764045,1.396398,0.752513,0.011532,0.026722
0.807407,1.390988,0.751171,0.056236,0.130076
0.672727,1.395422,0.752272,-0.079545,-0.184262
0.758065,0.966541,0.619604,0.138461,0.285203
0.831933,1.174373,0.690987,0.140946,0.305020
0.898305,2.067160,0.873455,0.024850,0.074744
0.831933,2.848411,0.942064,-0.110131,-0.471404
0.738462,1.171782,0.690186,0.048276,0.104400
0.714286,1.067405,0.656100,0.058186,0.122494
0.880000,2.599968,0.925724,-0.045724,-0.174373
0.813559,2.600445,0.925759,-0.112200,-0.427981
0.746269,1.469485,0.769956,-0.023687,-0.056283
0.837500,2.416171,0.910737,-0.073237,-0.256862
0.836066,1.082928,0.661397,0.174669,0.369095
0.731602,1.249610,0.713384,0.018218,0.040290
0.692913,1.218933,0.704455,-0.011542,-0.025295
0.868613,2.061701,0.872763,-0.004150,-0.012452
0.723077,1.226480,0.706677,0.016400,0.036022
0.770992,2.164382,0.885179,-0.114187,-0.358172
0.782609,1.218727,0.704394,0.078215,0.171406
0.737705,1.003365,0.633356,0.104349,0.216541
0.852459,2.230412,0.892516,-0.040057,-0.129329
0.870968,2.045862,0.870731,0.000237,0.000706
0.785714,2.055029,0.871911,-0.086197,-0.257929
0.623188,1.333759,0.736515,-0.113327,-0.257255
0.850000,2.201496,0.889362,-0.039362,-0.125485
0.662162,1.324218,0.733989,-0.071827,-0.162552
0.682540,1.193537,0.696853,-0.014313,-0.031141
0.650602,1.239387,0.710438,-0.059836,-0.131926
0.836066,2.081354,0.875239,-0.039173,-0.118545
0.670886,1.208338,0.701307,-0.030421,-0.066467
0.712121,1.232406,0.708410,0.003711,0.008166
0.937008,1.765436,0.828888,0.108120,0.287090
0.754098,1.188700,0.695383,0.058715,0.127573
0.748031,1.443303,0.763854,-0.015823,-0.037255
0.657895,1.304594,0.728717,-0.070822,-0.159287
0.590361,1.305362,0.728925,-0.138564,-0.311721
0.597561,1.443565,0.763915,-0.166354,-0.391722
0.750000,1.443464,0.763891,-0.013891,-0.032710
0.769231,1.128344,0.676431,0.092800,0.198359
0.630952,1.235380,0.709276,-0.078324,-0.172483
0.691057,1.238427,0.710160,-0.019103,-0.042107
0.826087,1.416820,0.757516,0.068571,0.159993
0.721311,1.284747,0.723279,-0.001968,-0.004400
0.816667,1.205406,0.700430,0.116237,0.253754
0.779412,1.357064,0.742585,0.036827,0.084233
0.699029,1.344777,0.739402,-0.040373,-0.091975
0.905512,1.692705,0.815979,0.089533,0.231052
0.786561,1.397497,0.752785,0.033776,0.078295
0.746032,1.830607,0.839684,-0.093652,-0.255252
0.800000,1.640312,0.806080,-0.006080,-0.015379
0.646465,1.641138,0.806241,-0.159776,-0.404247
0.757848,1.810276,0.836391,-0.078543,-0.212324
0.841808,1.765356,0.828874,0.012934,0.034342
0.850746,1.844764,0.841937,0.008809,0.024146
0.906667,1.824829,0.838755,0.067912,0.184666
0.933775,2.071948,0.874060,0.059715,0.179983
0.675127,0.985566,0.626772,0.048355,0.099977
0.519685,0.965051,0.619036,-0.099351,-0.204585
0.699115,1.367481,0.745252,-0.046137,-0.105887
0.762162,1.322752,0.733599,0.028563,0.064611
0.711230,1.402033,0.753904,-0.042674,-0.099072
0.760417,1.247686,0.712831,0.047586,0.105175
0.819209,2.272256,0.896921,-0.077712,-0.255578
0.939086,2.735913,0.935165,0.003921,0.015923
0.774194,1.256660,0.715397,0.058797,0.130305
0.887179,2.781612,0.938061,-0.050882,-0.211092
0.653846,1.261062,0.716647,-0.062801,-0.139364
0.729323,1.287151,0.723944,0.005379,0.012033
0.805556,1.597619,0.797622,0.007934,0.019747
0.765854,2.235741,0.893087,-0.127233,-0.411754
0.936508,3.497207,0.969718,-0.033210,-0.193802
0.858696,2.998235,0.950125,-0.091429,-0.420003
0.795745,1.348968,0.740492,0.055253,0.126043
0.781250,1.343261,0.739007,0.042243,0.096187
0.612613,1.395534,0.752299,-0.139686,-0.323590
0.690608,1.010580,0.635992,0.054616,0.113511
0.681818,1.177874,0.692067,-0.010249,-0.022202
0.748571,2.067155,0.873455,-0.124884,-0.375632
0.852273,2.846783,0.941969,-0.089696,-0.383643
0.732620,1.122067,0.674394,0.058226,0.124255
0.614679,1.095072,0.665484,-0.050805,-0.107680
0.816425,2.598302,0.925600,-0.109175,-0.416032
0.862857,2.598760,0.925634,-0.062777,-0.239274
0.633508,1.468657,0.769765,-0.136257,-0.323665
0.815668,2.414637,0.910600,-0.094932,-0.332722
0.709497,1.081368,0.660869,0.048628,0.102718
0.645833,1.204627,0.700196,-0.054363,-0.118652
0.652733,1.173751,0.690795,-0.038062,-0.082356
0.804124,2.095773,0.877025,-0.072901,-0.221982
0.626984,1.220210,0.704832,-0.077848,-0.170675
0.840426,2.162139,0.884921,-0.044495,-0.139432
0.712821,1.178711,0.692325,0.020496,0.044409
0.743017,1.004129,0.633637,0.109380,0.227020
0.821229,2.227987,0.892255,-0.071026,-0.229073
0.834254,2.043883,0.870475,-0.036221,-0.107872
0.756345,2.089379,0.876236,-0.119891,-0.364065
0.671795,1.333745,0.736511,-0.064716,-0.146907
0.819209,2.198996,0.889086,-0.069877,-0.222518
0.609756,1.320211,0.732921,-0.123165,-0.278381
0.683060,1.207916,0.701181,-0.018121,-0.039587
0.686099,1.239688,0.710526,-0.024427,-0.053860
0.758333,2.114946,0.879360,-0.121027,-0.371582
0.618605,1.230778,0.707935,-0.089330,-0.196453
0.650794,1.269172,0.718936,-0.068142,-0.151588
0.782609,1.800275,0.834746,-0.052137,-0.140377
0.765363,1.224347,0.706050,0.059313,0.130194
0.673913,1.442099,0.763569,-0.089656,-0.211010
0.626794,1.299241,0.727261,-0.100467,-0.225583
0.578475,1.304347,0.728650,-0.150175,-0.337733
0.583710,1.442426,0.763646,-0.179936,-0.423537
0.675676,1.442301,0.763617,-0.087941,-0.206988
0.721925,1.163956,0.687752,0.034173,0.073743
0.564444,1.273019,0.720015,-0.155571,-0.346489
0.733333,1.276596,0.721015,0.012318,0.027465
0.777003,1.411299,0.756174,0.020829,0.048509
0.743017,1.322399,0.733505,0.009512,0.021515
0.819209,1.219976,0.704763,0.114446,0.250897
0.751295,1.392664,0.751587,-0.000292,-0.000677
0.566540,1.380437,0.748531,-0.181991,-0.419473
0.891304,1.727441,0.822261,0.069043,0.180602
0.709677,1.391279,0.751243,-0.041566,-0.096152
0.756098,1.863516,0.844874,-0.088776,-0.245220
0.796610,1.673977,0.812500,-0.015890,-0.040711
0.631373,1.636604,0.805360,-0.173987,-0.439447
0.721429,1.843240,0.841696,-0.120267,-0.329477
0.837607,1.798520,0.834456,0.003151,0.008477
0.772308,1.840827,0.841314,-0.069006,-0.188859
0.864734,1.820568,0.838066,0.026668,0.072390
0.865385,2.067431,0.873490,-0.008105,-0.024381
0.558011,0.773568,0.538636,0.019375,0.038866
0.738562,1.490735,0.774793,-0.036231,-0.086735
0.803571,1.449598,0.765335,0.038236,0.090223
0.824561,1.594372,0.796964,0.027597,0.068605
0.781513,1.379287,0.748242,0.033271,0.076657
0.884615,2.449598,0.913672,-0.029057,-0.103460
1.000000,2.928163,0.946505,0.053495,0.237737
0.716814,1.392488,0.751544,-0.034730,-0.080370
0.934426,2.980325,0.949224,-0.014798,-0.067403
0.703704,1.453683,0.766292,-0.062588,-0.147897
0.740933,1.415060,0.757089,-0.016156,-0.037673
0.944056,1.789217,0.832909,0.111147,0.297936
0.939394,2.427935,0.911781,0.027613,0.097361
0.948276,3.694579,0.975142,-0.026866,-0.172559
0.927928,3.195455,0.959052,-0.031124,-0.157058
0.802469,1.476302,0.771519,0.030950,0.073716
0.697479,1.471499,0.770419,-0.072940,-0.173434
0.704698,1.587125,0.795487,-0.090789,-0.225091
0.703704,1.122815,0.674637,0.029067,0.062040
0.844660,1.364353,0.744454,0.100206,0.229742
0.921569,2.259410,0.895588,0.025981,0.084962
0.902913,3.044182,0.952365,-0.049452,-0.232175
0.666667,1.271640,0.719629,-0.052962,-0.117907
0.613793,1.252372,0.714174,-0.100381,-0.222177
0.940299,2.795769,0.938932,0.001367,0.005708
0.882353,2.796280,0.938963,-0.056610,-0.236470
0.711864,1.663463,0.810518,-0.098654,-0.251739
0.902778,2.611671,0.926588,-0.023810,-0.091293
0.905660,1.277993,0.721404,0.184256,0.411003
0.720930,1.351029,0.741026,-0.020096,-0.045874
0.731092,1.310403,0.730289,0.000803,0.001810
0.884298,2.158380,0.884488,-0.000190,-0.000594
0.765363,1.428562,0.760347,0.005016,0.011751
0.843478,2.361361,0.905708,-0.062230,-0.212946
0.786885,1.293167,0.725600,0.061285,0.137346
0.547170,0.961830,0.617807,-0.070637,-0.145367
0.924528,2.427771,0.911767,0.012761,0.044992
0.907407,2.242252,0.893781,0.013626,0.044224
0.887097,2.191224,0.888220,-0.001123,-0.003565
0.606557,1.525536,0.782495,-0.175938,-0.426467
0.923077,2.398969,0.909189,0.013888,0.048335
0.636364,1.521787,0.781679,-0.145315,-0.351760
0.654545,1.385645,0.749838,-0.095293,-0.220021
0.573333,1.430483,0.760807,-0.187474,-0.439469
0.868263,2.104499,0.878093,-0.009830,-0.030046
0.647887,1.400227,0.753459,-0.105572,-0.244948
0.724138,1.364279,0.744435,-0.020297,-0.046534
0.873874,1.896422,0.849895,0.023979,0.067135
0.641509,1.367503,0.745258,-0.103749,-0.238111
0.711712,1.635343,0.805115,-0.093403,-0.235798
0.632353,1.327518,0.734865,-0.102512,-0.232241
0.666667,1.497026,0.776205,-0.109538,-0.262816
0.662162,1.635475,0.805140,-0.142978,-0.360972
0.714286,1.635424,0.805130,-0.090844,-0.229346
0.666667,1.291118,0.725037,-0.058370,-0.130729
0.552632,1.347437,0.740094,-0.187462,-0.427428
0.682243,1.309376,0.730011,-0.047768,-0.107598
0.822430,1.384849,0.749638,0.072792,0.168024
0.735849,1.406233,0.754935,-0.019086,-0.044374
0.884615,1.235996,0.709455,0.175160,0.385804
0.683333,1.371349,0.746236,-0.062903,-0.144549
0.673684,1.365826,0.744830,-0.071146,-0.163195
0.945946,1.722864,0.821446,0.124500,0.325084
0.729958,1.288685,0.724367,0.005591,0.012513
0.791908,1.850595,0.842856,-0.050948,-0.139993
0.788462,1.658632,0.809601,-0.021139,-0.053841
0.637363,1.528735,0.783190,-0.145827,-0.353888
0.797101,1.830066,0.839597,-0.042496,-0.115799
0.850932,1.784601,0.832136,0.018796,0.050291
0.849206,1.732477,0.823154,0.026052,0.068281
0.865672,1.713038,0.819683,0.045989,0.119623
0.911111,1.960462,0.859207,0.051904,0.149233
0.676190,1.484043,0.773281,-0.097091,-0.231881
0.692308,1.442663,0.763702,-0.071394,-0.168063
0.754386,1.576931,0.793392,-0.039006,-0.096341
0.704545,1.372271,0.746470,-0.041925,-0.096371
0.850932,2.429050,0.911880,-0.060948,-0.215005
0.977901,2.908078,0.945419,0.032482,0.142990
0.752941,1.384829,0.749633,0.003308,0.007635
0.888268,2.959802,0.948171,-0.059903,-0.270220
0.645833,1.436220,0.762175,-0.116342,-0.273262
0.728000,1.408115,0.755396,-0.027396,-0.063734
0.900000,1.771620,0.829943,0.070057,0.186480
0.883598,2.407836,0.909990,-0.026392,-0.092217
0.953757,3.674127,0.974628,-0.020871,-0.132727
0.880952,3.175008,0.958206,-0.077254,-0.386044
0.762557,1.469332,0.769921,-0.007364,-0.017496
0.750000,1.464428,0.768790,-0.018790,-0.044567
0.582524,1.567067,0.791344,-0.208820,-0.513894
0.709091,1.094985,0.665455,0.043636,0.092481
0.800000,1.336412,0.737213,0.062787,0.142650
0.899371,2.239279,0.893465,0.005906,0.019144
0.887500,3.023685,0.951378,-0.063878,-0.297004
0.754386,1.251997,0.714067,0.040319,0.089230
0.574257,1.225286,0.706326,-0.132069,-0.289979
0.874346,2.775218,0.937664,-0.063318,-0.261900
0.899371,2.775720,0.937695,-0.038324,-0.158557
0.668571,1.644069,0.806808,-0.138237,-0.350142
0.890547,2.591138,0.925065,-0.034518,-0.131106
0.877301,1.251163,0.713828,0.163473,0.361689
0.595588,1.333001,0.736315,-0.140727,-0.319377
0.627119,1.292248,0.725347,-0.098228,-0.220076
0.775281,2.137422,0.882041,-0.106760,-0.330980
0.661017,1.408594,0.755513,-0.094496,-0.219870
0.872093,2.340613,0.903731,-0.031638,-0.107264
0.743017,1.286634,0.723801,0.019216,0.042978
0.656442,0.949800,0.613182,0.043260,0.088826
0.852761,2.406971,0.909912,-0.057151,-0.199615
0.866667,2.221553,0.891559,-0.024892,-0.080056
0.823204,2.170294,0.885856,-0.062652,-0.197027
0.564246,1.507772,0.778597,-0.214351,-0.516272
0.863354,2.378110,0.907274,-0.043920,-0.151424
0.597884,1.502790,0.777492,-0.179608,-0.431821
0.664671,1.367828,0.745340,-0.080669,-0.185162
0.613527,1.412799,0.756539,-0.143012,-0.333229
0.830357,2.100818,0.877644,-0.047287,-0.144300
0.577889,1.382416,0.749028,-0.171139,-0.394720
0.664740,1.346326,0.739806,-0.075066,-0.171093
0.869048,1.875511,0.846723,0.022325,0.061969
0.717791,1.349497,0.740629,-0.022838,-0.052108
0.726190,1.617556,0.801617,-0.075427,-0.189144
0.595855,1.309641,0.730083,-0.134228,-0.302372
0.516908,1.479326,0.772209,-0.255301,-0.608718
0.521951,1.617717,0.801649,-0.279698,-0.701423
0.727811,1.617653,0.801636,-0.073825,-0.185134
0.684211,1.273086,0.720034,-0.035823,-0.079786
0.502392,1.329705,0.735445,-0.233053,-0.528349
0.695122,1.284775,0.723287,-0.028165,-0.062957
0.756458,1.366889,0.745101,0.011357,0.026059
0.717791,1.388232,0.750484,-0.032693,-0.075550
0.863354,1.216235,0.703656,0.159698,0.349720
0.694915,1.374422,0.747014,-0.052099,-0.119845
0.570850,1.362000,0.743852,-0.173002,-0.396335
0.869048,1.711594,0.819422,0.049626,0.129009
0.659864,1.303350,0.728380,-0.068516,-0.154039
0.713043,1.852936,0.843224,-0.130181,-0.358043
0.776398,1.661119,0.810074,-0.033676,-0.085854
0.539749,1.541747,0.785993,-0.246244,-0.600403
0.727273,1.832352,0.839963,-0.112690,-0.307359
0.834862,1.786833,0.832510,0.002352,0.006298
0.766990,1.747652,0.825818,-0.058828,-0.155109
0.874346,1.728024,0.822365,0.051981,0.136003
0.875000,1.975132,0.861257,0.013743,0.039757
0.560284,0.818264,0.558803,0.001481,0.002983
0.860140,1.523166,0.781979,0.078161,0.189296
0.472973,0.948262,0.612586,-0.139613,-0.286586
0.954887,2.646561,0.929105,0.025782,0.100455
0.947712,2.912644,0.945668,0.002044,0.009017
0.295775,0.897375,0.592362,-0.296587,-0.603560
0.986755,3.011750,0.950795,0.035960,0.166255
0.731707,1.226394,0.706652,0.025055,0.055031
0.513514,0.913131,0.598734,-0.085220,-0.173864
0.918605,1.781925,0.831686,0.086919,0.232313
0.850932,2.411922,0.910357,-0.059425,-0.208021
0.958621,3.734445,0.976114,-0.017493,-0.114559
0.914286,3.236080,0.960682,-0.046396,-0.238726
0.633508,0.871657,0.581742,0.051766,0.104944
0.621622,0.873281,0.582421,0.039201,0.079490
0.730337,1.551044,0.787974,-0.057637,-0.141009
0.854015,1.578787,0.793775,0.060240,0.148890
0.924242,1.665396,0.810884,0.113358,0.289473
0.938931,2.247458,0.894333,0.044598,0.145077
0.924242,3.083812,0.954216,-0.029974,-0.143403
0.818182,1.095187,0.665523,0.152659,0.323562
0.793103,1.639323,0.805889,-0.012786,-0.032326
0.877301,2.834821,0.941271,-0.063970,-0.272077
0.832061,2.834980,0.941280,-0.109219,-0.464567
0.850340,1.788619,0.832809,0.017531,0.046981
0.826590,2.653067,0.929565,-0.102975,-0.402438
0.866667,1.555074,0.788826,0.077841,0.190720
0.549180,1.076532,0.659225,-0.110045,-0.232176
0.535581,1.116416,0.672549,-0.136968,-0.291866
0.920000,2.454488,0.914093,0.005907,0.021080
0.730769,1.375022,0.747166,-0.016397,-0.037726
0.805556,2.445485,0.913316,-0.107760,-0.382981
0.470199,1.130939,0.677270,-0.207071,-0.442913
0.851852,1.398136,0.752943,0.098909,0.229328
0.807407,2.523586,0.919828,-0.112421,-0.413986
0.854015,2.340930,0.903762,-0.049747,-0.168681
0.960784,2.452927,0.913959,0.046825,0.166980
0.721854,1.530798,0.783637,-0.061783,-0.150045
0.834586,2.533974,0.920657,-0.086071,-0.318459
0.701863,1.504954,0.777972,-0.076109,-0.183127
0.741007,1.427518,0.760096,-0.019089,-0.044703
0.798883,1.451231,0.765718,0.033165,0.078302
0.938776,2.465831,0.915062,0.023714,0.085061
0.719298,1.449064,0.765210,-0.045912,-0.108317
0.806897,1.409951,0.755845,0.051052,0.118841
0.971429,2.172339,0.886089,0.085340,0.268615
0.822222,1.437466,0.762471,0.059751,0.140402
0.871429,1.725564,0.821927,0.049502,0.129391
0.757576,1.269835,0.719122,0.038454,0.085562
0.743017,1.640576,0.806132,-0.063115,-0.159652
0.751412,1.726302,0.822059,-0.070647,-0.184715
0.872340,1.726181,0.822037,0.050303,0.131517
0.818182,1.462296,0.768296,0.049886,0.118235
0.624309,1.507889,0.778623,-0.154314,-0.371686
0.750000,1.751128,0.826422,-0.076422,-0.201776
0.827160,1.367401,0.745232,0.081928,0.188025
0.762963,1.686725,0.814875,-0.051912,-0.133657
0.939850,1.342187,0.738726,0.201124,0.457798
0.865772,1.576808,0.793366,0.072406,0.178828
0.826484,1.617976,0.801700,0.024784,0.062158
0.957143,2.081249,0.875226,0.081917,0.247887
0.766917,1.307538,0.729515,0.037402,0.084199
0.881188,1.872269,0.846226,0.034962,0.096920
0.969925,1.807150,0.835879,0.134046,0.361910
0.772512,1.661505,0.810147,-0.037635,-0.095962
0.847458,1.814232,0.837037,0.010421,0.028216
0.884211,1.773172,0.830206,0.054005,0.143839
0.900356,1.791421,0.833277,0.067079,0.179968
0.901840,1.643119,0.806624,0.095216,0.241087
0.890244,1.890458,0.848997,0.041247,0.115198
0.862745,1.497204,0.776245,0.086500,0.207554
0.570093,0.876272,0.583668,-0.013575,-0.027538
1.000000,2.615760,0.926888,0.073112,0.280855
0.946429,2.882102,0.943983,0.002446,0.010636
0.564356,0.840944,0.568697,-0.004341,-0.008765
0.981818,2.967444,0.948565,0.033253,0.150544
0.788618,1.199284,0.698590,0.090028,0.196195
0.657459,0.870341,0.581191,0.076268,0.154587
0.954198,1.750262,0.826272,0.127926,0.337647
0.900000,2.381147,0.907556,-0.007556,-0.026085
0.980769,3.689530,0.975016,0.005753,0.036859
0.959596,3.191287,0.958881,0.000715,0.003600
0.733333,0.901905,0.594204,0.139129,0.283332
0.607477,0.898862,0.592968,0.014509,0.029534
0.781022,1.521569,0.781631,-0.000609,-0.001474
0.875000,1.536795,0.784931,0.090069,0.219216
0.934066,1.622479,0.802591,0.131475,0.330303
0.955556,2.215739,0.890927,0.064629,0.207323
0.956044,3.038869,0.952111,0.003933,0.018419
0.901961,1.036800,0.645413,0.256548,0.536277
0.774436,1.597650,0.797629,-0.023193,-0.057726
0.885246,2.789904,0.938573,-0.053327,-0.222092
0.866667,2.790090,0.938584,-0.071917,-0.299542
0.849057,1.762859,0.828446,0.020611,0.054671
0.909091,2.608309,0.926341,-0.017250,-0.066037
0.872340,1.511588,0.779441,0.092899,0.224057
0.665025,1.051317,0.650523,0.014502,0.030415
0.707965,1.088721,0.663353,0.044612,0.094404
0.963303,2.425050,0.911526,0.051777,0.182323
0.772455,1.329403,0.735365,0.037090,0.084078
0.883495,2.414511,0.910589,-0.027094,-0.094954
0.618182,1.103500,0.668292,-0.050110,-0.106429
0.851064,1.358301,0.742903,0.108161,0.247489
0.893617,2.492886,0.917329,-0.023712,-0.086105
0.895833,2.309548,0.900694,-0.004861,-0.016253
1.000000,2.423035,0.911348,0.088652,0.311891
0.745455,1.507146,0.778459,-0.033004,-0.079473
0.869565,2.503367,0.918191,-0.048626,-0.177419
0.716667,1.467567,0.769514,-0.052847,-0.125486
0.795918,1.402975,0.754135,0.041783,0.097034
0.811594,1.427322,0.760049,0.051545,0.120698
0.948387,2.437075,0.912584,0.035803,0.126762
0.815385,1.424171,0.759292,0.056093,0.131208
0.846154,1.382802,0.749125,0.097029,0.223817
0.979798,2.141650,0.882539,0.097259,0.302076
0.787234,1.405854,0.754842,0.032392,0.075298
0.878788,1.695135,0.816425,0.062363,0.161087
0.774194,1.303767,0.728493,0.045701,0.102760
0.840580,1.610552,0.800223,0.040357,0.100936
0.852941,1.695970,0.816579,0.036362,0.093957
0.880000,1.695786,0.816545,0.063455,0.163950
0.843137,1.430432,0.760794,0.082343,0.193021
0.700000,1.480520,0.772481,-0.072481,-0.172890
0.810526,1.712805,0.819641,-0.009115,-0.023706
0.821782,1.399909,0.753381,0.068401,0.158688
0.702128,1.657612,0.809406,-0.107278,-0.273133
0.934783,1.302697,0.728202,0.206581,0.464345
0.851852,1.545252,0.786742,0.065110,0.158957
0.853933,1.586338,0.795326,0.058607,0.145259
0.979798,2.050906,0.871382,0.108416,0.323846
0.768889,1.331562,0.735936,0.032953,0.074753
0.913043,1.865841,0.845234,0.067809,0.187483
1.000000,1.778366,0.831086,0.168914,0.450827
0.741176,1.626448,0.803373,-0.062197,-0.156491
0.856410,1.846588,0.842225,0.014185,0.038912
0.932886,1.805157,0.835551,0.097335,0.262582
0.908333,1.756599,0.827369,0.080964,0.214231
0.901639,1.668719,0.811512,0.090127,0.230445
0.918699,1.916042,0.852812,0.065887,0.185968
0.926606,1.375285,0.747232,0.179374,0.412734
0.808511,2.227254,0.892176,-0.083665,-0.269749
0.929825,2.152814,0.883843,0.045982,0.143508
0.922330,1.502441,0.777414,0.144916,0.348371
0.910714,2.438346,0.912695,-0.001981,-0.007017
0.696000,1.069357,0.656771,0.039229,0.082625
0.846995,1.402101,0.753921,0.093074,0.216087
0.759398,1.027225,0.642001,0.117397,0.244877
0.836066,1.654182,0.808751,0.027315,0.069452
0.962264,3.036384,0.951992,0.010272,0.048049
0.920792,2.536234,0.920836,-0.000044,-0.000163
0.907895,1.527444,0.782910,0.124985,0.303167
0.908257,1.549471,0.787640,0.120617,0.294923
0.539568,0.835332,0.566270,-0.026702,-0.053879
0.734694,1.289002,0.724454,0.010240,0.022918
0.698925,1.275925,0.720827,-0.021902,-0.048825
0.652174,1.496179,0.776016,-0.123842,-0.297045
0.913978,2.386739,0.908071,0.005907,0.020445
0.807692,1.341777,0.738619,0.069073,0.157203
0.644444,1.245094,0.712086,-0.067642,-0.149390
0.870968,2.232747,0.892767,-0.021799,-0.070452
0.934783,2.233620,0.892860,0.041923,0.135545
0.648148,1.329605,0.735418,-0.087270,-0.197842
0.880597,2.071947,0.874060,0.006537,0.019704
0.791667,1.205755,0.700534,0.091133,0.198970
0.824390,1.410254,0.755919,0.068471,0.159405
0.807018,1.432723,0.761342,0.045676,0.107155
0.801802,2.029292,0.868571,-0.066769,-0.197619
0.692308,1.122074,0.674396,0.017912,0.038224
0.866667,2.026422,0.868194,-0.001527,-0.004513
0.928571,1.463583,0.768594,0.159977,0.379334
0.833333,1.529943,0.783452,0.049881,0.121102
0.958333,2.103602,0.877984,0.080349,0.245487
0.938776,1.920149,0.853415,0.085361,0.241343
0.789474,2.029550,0.868605,-0.079131,-0.234233
0.696429,1.145674,0.681990,0.014439,0.031004
0.893617,2.113497,0.879185,0.014432,0.044281
0.672131,1.195427,0.697425,-0.025294,-0.055062
0.740000,1.275713,0.720768,0.019232,0.042869
0.785714,1.170813,0.689885,0.095829,0.207179
0.808917,2.037585,0.869657,-0.060740,-0.180408
0.787879,1.274850,0.720527,0.067352,0.150091
0.773585,1.428837,0.760412,0.013173,0.030861
0.762376,1.752054,0.826583,-0.064207,-0.169586
0.791667,1.309270,0.729983,0.061684,0.138938
0.663366,1.315392,0.731631,-0.068265,-0.154058
0.682540,1.611496,0.800411,-0.117871,-0.294906
0.614286,1.228349,0.707224,-0.092938,-0.204244
0.608696,1.315529,0.731668,-0.122972,-0.277531
0.666667,1.315699,0.731713,-0.065046,-0.146809
0.788462,1.301041,0.727752,0.060710,0.136392
0.760563,1.404230,0.754444,0.006119,0.014217
0.896907,1.348440,0.740355,0.156552,0.357066
0.931373,1.737770,0.824088,0.107285,0.281777
0.895833,1.314405,0.731366,0.164467,0.371049
0.957447,1.597709,0.797640,0.159807,0.397767
0.836364,1.484770,0.773446,0.062918,0.150306
0.700000,1.449571,0.765329,-0.065329,-0.154153
0.861386,1.662643,0.810363,0.051023,0.130156
0.876652,1.767038,0.829162,0.047490,0.126181
0.877301,1.756746,0.827394,0.049907,0.132061
0.765957,1.584828,0.795017,-0.029060,-0.071986
0.872093,2.053052,0.871657,0.000436,0.001302
0.837563,1.738016,0.824131,0.013432,0.035281
0.933775,1.790697,0.833156,0.100619,0.269874
0.884298,2.245102,0.894083,-0.009785,-0.031798
0.903226,2.219177,0.891301,0.011925,0.038310
0.936000,2.463674,0.914878,0.021122,0.075688
0.979798,2.534989,0.920737,0.059061,0.218623
0.949580,2.759223,0.936659,0.012921,0.053047
0.592593,0.888686,0.588804,0.003789,0.007700
0.965812,2.842759,0.941735,0.024077,0.102785
0.861538,1.076587,0.659243,0.202295,0.426814
0.670213,0.900754,0.593737,0.076476,0.155714
