Response,Weights,X0,Y0,X1,Y1
1.000000,1.000000,146.176250,-43.431250,147.828750,-42.583750
0.982143,1.000000,146.176250,-43.431250,147.411250,-42.578750
0.973333,1.000000,146.176250,-43.431250,147.828750,-42.561250
0.536842,1.000000,146.176250,-43.431250,146.308750,-42.556250
1.000000,1.000000,146.176250,-43.431250,147.868750,-42.551250
0.574803,1.000000,146.176250,-43.431250,145.481250,-42.548750
1.000000,1.000000,146.176250,-43.431250,147.298750,-42.541250
1.000000,1.000000,146.176250,-43.431250,147.318750,-42.523750
0.950000,1.000000,146.176250,-43.431250,147.711250,-42.486250
1.000000,1.000000,146.176250,-43.431250,147.283750,-42.411250
0.977273,1.000000,146.176250,-43.431250,145.631250,-42.358750
0.974026,1.000000,146.176250,-43.431250,147.886250,-42.358750
0.982906,1.000000,146.176250,-43.431250,146.968750,-42.316250
0.947368,1.000000,146.176250,-43.431250,147.921250,-42.231250
0.958763,1.000000,146.176250,-43.431250,147.993750,-42.203750
0.983051,1.000000,146.176250,-43.431250,147.831250,-42.171250
0.765766,1.000000,146.176250,-43.431250,146.168750,-42.151250
0.977778,1.000000,146.176250,-43.431250,148.046250,-42.136250
0.944056,1.000000,146.176250,-43.431250,147.841250,-42.128750
0.700000,1.000000,146.176250,-43.431250,146.211250,-42.126250
0.987421,1.000000,146.176250,-43.431250,147.363750,-42.088750
1.000000,1.000000,146.176250,-43.431250,147.958750,-42.073750
1.000000,1.000000,146.176250,-43.431250,147.956250,-42.056250
0.978947,1.000000,146.176250,-43.431250,148.268750,-42.053750
1.000000,1.000000,146.176250,-43.431250,147.428750,-42.028750
1.000000,1.000000,146.176250,-43.431250,147.971250,-42.018750
0.984496,1.000000,146.176250,-43.431250,147.968750,-42.016250
0.965217,1.000000,146.176250,-43.431250,147.191250,-42.008750
0.957447,1.000000,146.176250,-43.431250,147.931250,-42.006250
1.000000,1.000000,146.176250,-43.431250,147.981250,-42.006250
1.000000,1.000000,146.176250,-43.431250,147.363750,-41.998750
